record_id,route_id,origin_station,destination_station,district,encoded_transport,fare_hkd,distance_km,scheduled_duration_min,hour_of_day,day_of_week,is_holiday,weather_condition,country_code,internal_batch_id,survey_code,campaign_tag,device_theme,promo_bucket,random_zone_code,passenger_token,session_id,ticket_reference,device_id_hash,distance_m,fare_hkd_rounded,route_group,is_peak_hour,service_note,ops_comment_code,route_label_variant
R03901,RT021,Mong Kok,North%20Point,Sha Tin,tram_standard_local_CTB,missing,4.75,27.0,16,Thu,0,HK,Sunny,B1294,S1,tourist_day,classic,none,zone-2,PX35283840,S2217650282,TKT-149291,dev-975c3e40,4750,9,group-0,0,normal service,OPS-B,ROUTE 021
R03902,RT027,Central Station,Sha Tin,Central and Western,bus-airport_standard_local_KMB,,,,11,Tue,0,852,Sunny,B8918,S1,summer_push,large_text,B,zone-3,PX97606207,S2025739118,TKT-231809,dev-736d4872,7130,31,group-0,0,normal service,OPS-D,ROUTE 027
R03903,RT028,Mong Kok,TWN,Yau Tsim Mong,bus_premium_local_CTB,20.4,6.09,28.0,23,Fri,0,MO,,B4027,S3,none,compact,none,zone-4,PX42431384,S7440821365,TKT-764025,dev-e7303e9f,6090,20,group-0,0,minor queue,OPS-D,Route-028
R03904,RT047,Central%20Stn,North Point,Eastern,bus_premium_express_KMB,,,41 min,7,Sun,0,HK,,B2804,S2,commuter_plus,compact,none,zone-5,PX82307442,S4128541295,TKT-468372,dev-4a8d77d6,8290,23,group-0,1,minor queue,OPS-C,ROUTE 047
R03905,RT023,Kennedy Town,Admiralty Station,Central and Western,bus_standard_local_KMB,HKD:900.0,250.0,300m est,6,Wed,0,HK,,B4780,S3,tourist_day,compact,none,zone-2,PX17288742,S9942219758,TKT-787607,dev-38f9cf30,75,0,group-0,0,weather watch,OPS-C,Route-023
R03906,RT002,Sha Tin,Central Station,Central and Western,bus-night_standard_express_KMB,,0.97,16 min,8,Sat,0,geo::hkg,Sunny,B8641,S1,none,large_text,B,zone-2,PX87780136,S1530015392,TKT-639789,dev-a67ef977,970,7,group-0,1,minor queue,OPS-C,ROUTE 002
R03907,RT049,TSUEN.WAN,Kennedy%20Town,Tsuen Wan,tram_premium_express_CTB,,,,15,fri,0,HK,,B4574,S1,summer_push,large_text,none,zone-5,PX87392707,S1065038912,TKT-823269,dev-f3b168e3,12160,29,group-0,0,platform crowding,OPS-C,ROUTE 049
R03908,RT041,Central Station,Sha Tin,Central and Western,tram-night_standard_express_CTB,,,,23,fri,1,geo::hkg,wx.cld.ops,B7082,S4,none,large_text,A,zone-3,PX91165947,S8341197535,TKT-770526,dev-450f08c5,10870,23,group-0,0,weather watch,OPS-C,ROUTE 041
R03909,RT060,wan chai,Tsim Sha Tsui,Wan Chai,tram-crossharbour_standard_express_CTB,1.0,about 0.2,about 2,7,Mon,0,legacy,,B6714,S4,tourist_day,compact,none,zone-4,PX23663274,S5638658505,TKT-226936,dev-1ec59cec,75,999,group-0,1,platform crowding,OPS-D,Route-060
R03910,RT024,North Point, Tsuen Wan ,Eastern,bus_standard_local_KMB,,,,20,Fri,0,HK,,B6212,S3,none,classic,none,zone-5,PX77002140,S7641056465,TKT-387848,dev-b4b7a931,4690,8,group-0,0,minor queue,OPS-A,ROUTE 024
R03911,RT033,Causeway Bay,Central Stn,Central and Western,tram-crossharbour_standard_express_CTB,,,,19,Sat,0,legacy,,B3536,S1,summer_push,compact,A,zone-1,PX67518265,S8330529410,TKT-427927,dev-54f15673,2440,12,group-0,1,platform crowding,OPS-B,Route-033
R03912,RT021,North Point,Tsim Sha Tsui East,Eastern,tram_standard_local_CTB,1.0,0.5 km,1.0,10,Mon,0,NA,Cloudy,B7202,S1,commuter_plus,large_text,none,zone-4,PX38528769,S7899882159,TKT-340944,dev-a8f2ea3a,120000,9000,group-0,0,minor queue,OPS-C,ROUTE 021
R03913,RT043,Wan%2520Chai, causeway bay ,Wan Chai,bus_standard_local_KMB,,,,7,Sun,0,HK,,B9962,S3,none,compact,B,zone-2,PX57257064,S7702316011,TKT-334564,dev-c4ed0210,7550,12,group-0,1,weather watch,OPS-D,ROUTE 043
R03914,RT044,mongkok,causeway bay,Yau Tsim Mong,bus_standard_local_KMB,HK$0.5,unknown,about 1,19,Thu,0,HK,,B8345,S1,none,classic,B,zone-1,PX77957703,S4089152133,TKT-318037,dev-34d8a993,120000,0,group-0,1,priority boarding,OPS-A,Route-044
R03915,RT028,Sha Tin,Kennedy Town,Central and Western,bus_standard_express_CTB,0.0,0.5,00:02:00,20,sat,1,geo::hkg,wx.cld.ops,B9881,S3,tourist_day,contrast,none,zone-1,PX56985840,S6546921039,TKT-240137,dev-a4d89c6a,350000,9000,group-0,0,normal service,OPS-C,Route-028
R03916,RT009,Central Station,MongKok,Central and Western,ferry_standard_local_HKKF,12.4,6.39,29.0,18,Fri,0,HK,Rain,B2839,S4,summer_push,classic,none,zone-2,PX80759348,S5464973185,TKT-445388,dev-3210ab35,6390,12,group-0,1,weather watch,OPS-B,Route-009
R03917,RT054,CENStation,Wan Chai,Central and Western,bus_standard_express_KMB,HK$900.0,about 600.0,5.0 hrs,19,Sat,0,HK,Sunny,B6255,S2,none,large_text,none,zone-2,PX54940771,S9776649746,TKT-272121,dev-ebdf34b6,350000,999,group-0,1,weather watch,OPS-A,ROUTE 054
R03918,RT029, Kennedy Town ,Admiralty,Central and Western,bus_standard_express_KMB,16.1,8.73-9.9,0.7 hrs,13,Mon,1,HK,rain??,B4467,S1,none,compact,none,zone-1,PX25102949,S2351388503,TKT-981712,dev-e268fb8c,8730,16,group-0,0,weather watch,OPS-C,ROUTE 029
R03919,RT058,Tsim Sha Tsui,North Point,Wan Chai,bus_premium_local_KMB,,unknown,00:52:00,12,Fri,0,territory-hk,wx.hr.critical,B7733,S3,none,compact,A,zone-2,PX89385716,S3227390707,TKT-888982,dev-a06eb41b,11940,28,group-0,0,platform crowding,OPS-A,Route-058
R03920,RT047, Sha Tin ,North%20Point,Sha Tin,bus_premium_local_KMB,,,,5,Wed,0,HK,,B6045,S2,none,large_text,C,zone-3,PX74054069,S4984570906,TKT-317215,dev-de0963ff,9710,24,group-0,0,minor queue,OPS-D,ROUTE 047
R03921,RT016,Kennedy Town,Sha Tin,Central and Western,bus_standard_local_KMB,,,64.0,14,Wed,1,hkg,sunny,B6613,S2,none,large_text,B,zone-4,PX47244194,S2621309239,TKT-343030,dev-8f389156,13710,19,group-0,0,minor queue,OPS-D,Route-016
R03922,RT054,Sha Tin, Admiralty ,Tsuen Wan,tram_standard_local_CTB,,,,18,Mon,0,HK,,B2327,S1,none,large_text,none,zone-3,PX75090281,S7118171722,TKT-303204,dev-4496f38e,4750,9,group-0,1,platform crowding,OPS-C,Route-054
R03923,RT056,Kennedy Town,Sha Tin,Central and Western,bus_standard_local_KMB,,,,8,Thu,0,geo::hkg,cloudy,B5213,S1,none,classic,B,zone-2,PX35022338,S1415426837,TKT-775723,dev-6c9e7503,1830,7,group-0,1,normal service,OPS-B,ROUTE 056
R03924,RT027,TsimShaTsui,Wan%20Chai,Yau Tsim Mong,tram_standard_local_CTB,0.5,0.1km approx,0.1 hrs,10,Fri,1,HK,,B2062,S1,tourist_day,large_text,B,zone-4,PX16920131,S6221192914,TKT-818141,dev-ac6ae9d5,900000,0,group-0,0,minor queue,OPS-C,Route-027
R03925,RT042,Central Station,Sha Tin,Sha Tin,bus-crossharbour_standard_local_KMB,0.2,unknown,na-dur,15,Tue,0,hkg,wx_s,B7044,S3,none,compact,A,zone-2,PX48823183,S6601974308,TKT-540772,dev-0bce3444,120000,999,group-0,0,platform crowding,OPS-D,Route-042
R03926,RT031,Kennedy Town,Central Station,Central and Western,bus_standard_local_KMB,,,,10,Tue,0,geo::hkg,Sunny,B6201,S3,commuter_plus,compact,A,zone-2,PX37707664,S3224815009,TKT-318197,dev-aadb6229,4750,13,group-0,0,weather watch,OPS-D,ROUTE 031
R03927,RT002,Sha Tin,Kennedy Town,Sha Tin,tram_standard_local_CTB,,,,21,Sun,1,852,wx.cld.ops,B5361,S4,none,contrast,none,zone-2,PX65046001,S2687939618,TKT-554179,dev-fdd862e9,8570,15,group-0,0,platform crowding,OPS-B,Route-002
R03928,RT069,Kennedy Town,Sha Tin,Sha Tin,tram_standard_local_CTB,,,,14,Tue,0,852,wx.cld.ops,B2224,S1,none,compact,none,zone-1,PX67560643,S4227836675,TKT-310261,dev-947a4ee8,4370,8,group-0,0,priority boarding,OPS-B,ROUTE 069
R03929,RT067,Kennedy Town,Sha Tin,Sha Tin,ferry_premium_local_HKKF,1.0,about 0.2,1.0,12,Wed,1,HK,cloudy,B1199,S4,commuter_plus,compact,none,zone-4,PX67959103,S2352132085,TKT-948096,dev-f610d607,350000,0,group-0,0,weather watch,OPS-A,ROUTE 067
R03930,RT049,Kennedy Town,Sha Tin,Central and Western,bus-airport_standard_express_KMB,,,,10,Sun,0,geo::hkg,Cloudy,B6118,S2,none,large_text,B,zone-4,PX72609093,S3943414490,TKT-573777,dev-ca2d0e04,7770,38,group-0,0,minor queue,OPS-C,ROUTE 049
R03931,RT047,Tsuen Wan,NorthPoint,Tsuen Wan,bus_standard_local_KMB,,,,22,Wed,0,HK,,B2623,S2,summer_push,classic,none,zone-5,PX18254752,S9864611623,TKT-629353,dev-e366fd9f,6640,12,group-0,0,minor queue,OPS-D,ROUTE 047
R03932,RT067,Central Station,MongKok,Central and Western,tram_standard_local_CTB,,9.89,,18,Wed,1,HK,SUNNY,B4103,S2,none,contrast,none,zone-5,PX72345263,S5818528783,TKT-405657,dev-82a1c382,9890,14,group-0,1,normal service,OPS-A,ROUTE 067
R03933,RT017,Central Station,Kennedy Town,Central and Western,bus_standard_local_KMB,,,,15,Mon,0,852,Cloudy,B2217,S1,commuter_plus,contrast,none,zone-3,PX10604588,S2807245546,TKT-676163,dev-77269478,11760,17,group-0,0,normal service,OPS-A,Route-017
R03934,RT034,TSUEN WAN,Mongkok,Tsuen Wan,tram_premium_local_CTB,24.9 HKD,,73.0,10,sat,0,HK,,B2708,S3,none,large_text,A,zone-3,PX29685555,S1395026104,TKT-295251,dev-ddd58af7,11230,25,group-0,0,normal service,OPS-D,Route-034
R03935,RT002,Central Station,Sha Tin,Central and Western,bus_standard_express_KMB,HKD:14.3,,dur=33,7,Fri,0,HK,Cloudy,B2673,S1,none,classic,B,zone-2,PX16902557,S4756073186,TKT-930205,dev-b06e95a1,6800,14,group-0,1,weather watch,OPS-C,ROUTE 002
R03936,RT026,Kennedy Town, Wan%20Chai ,Sha Tin,bus_standard_local_KMB,12.5,5.24 km,about 29,20,Tue,1,HK,Rain,B4174,S2,none,compact,none,zone-3,PX96761268,S8542083001,TKT-183658,dev-e283ed4d,5240,12,group-0,0,platform crowding,OPS-A,ROUTE 026
R03937,RT057,Mong%2520Kok,Wan%20Chai,Yau Tsim Mong,tram_standard_local_CTB,,,,5,Fri,0,HK,,B2271,S4,none,contrast,A,zone-4,PX53087336,S2747684688,TKT-576162,dev-8af7434b,1060,4,group-0,0,normal service,OPS-D,Route-057
R03938,RT059,Tsim Sha Tsui East,Mong%20Kok,Yau Tsim Mong,tram_standard_local_CTB,,,,13,Mon,0,HK,,B2289,S4,summer_push,large_text,none,zone-5,PX44171834,S3320814360,TKT-239533,dev-3c4befb5,8310,16,group-0,0,priority boarding,OPS-B,ROUTE 059
R03939,RT042,North Point,Admiralty,Eastern,ferry_standard_express_HKKF,"17,3",,39 min,15,Tue,0,geo::852,Rain,B3939,S3,none,large_text,none,zone-3,PX52470896,S5142669481,TKT-420643,dev-61097b1c,9630,17,group-0,0,minor queue,OPS-B,ROUTE 042
R03940,RT060,Mong Kok,Sha Tin,Yau Tsim Mong,ferry_standard_local_HKKF,,,,14,Sat,1,HK,,B7298,S3,tourist_day,classic,C,zone-5,PX15062836,S1229289310,TKT-118512,dev-b1e25a54,2440,7,group-0,0,priority boarding,OPS-A,ROUTE 060
R03941,RT066,Kennedy Town,Central Station,Central and Western,bus_standard_local_KMB,,,,18,Sun,0,geo::hkg,wx_s,B3982,S3,none,compact,C,zone-4,PX14443317,S6777908764,TKT-309526,dev-02c6975d,1060,7,group-0,1,platform crowding,OPS-C,ROUTE 066
R03942,RT076,Admiraltyy  ,TWN,Central and Western,tram_standard_local_CTB,900.0,120.0,480.0,5,Sat,0,HK,Sunny,B9716,S3,none,large_text,C,zone-5,PX97274747,S6446428841,TKT-302804,dev-312e14cb,350000,999,group-0,0,priority boarding,OPS-D,Route-076
R03943,RT060,North Point,Kennedy.Town,Eastern,ferry_premium_local_HKKF,24.5-29.5,about 11.96,52.0,9,Fri,0,HK,Sunny,B1162,S2,summer_push,large_text,none,zone-4,PX63973300,S5179294675,TKT-926010,dev-860143f8,11960,24,group-0,1,priority boarding,OPS-C,ROUTE 060
R03944,RT031,Sha Tin,Central Station,Sha Tin,bus-crossharbour_standard_express_CTB,,,,5,fri,0,geo::hkg,sunny,B8110,S2,summer_push,compact,A,zone-3,PX92400773,S2419178281,TKT-708643,dev-86a9cdf7,4890,14,group-0,0,normal service,OPS-A,Route-031
R03945,RT008,Wan Chai,Tsuen%20Wan,Wan Chai,bus_standard_local_KMB,,,,9,Mon,0,HK,,B3413,S1,summer_push,compact,C,zone-1,PX77745486,S4555726862,TKT-449686,dev-7bb5aa50,1530,6,group-0,1,priority boarding,OPS-D,Route-008
R03946,RT058,TsuenWan,Causewaybay,Tsuen Wan,ferry_standard_local_HKKF,,6.94 km,33.0,9,thu,0,HK,,B2037,S4,none,large_text,none,zone-1,PX96062162,S9462098272,TKT-261662,dev-3a6dedb9,6940,14,group-0,1,platform crowding,OPS-C,ROUTE 058
R03947,RT029,CENTRAL STATION,KennedyTown,Central and Western,bus_standard_local_KMB,,"2,83",00:15:00,21,Fri,0,HK,,B8693,S3,none,contrast,none,zone-4,PX16173443,S1820433434,TKT-645781,dev-d7e37593,2830,6,group-0,0,minor queue,OPS-D,ROUTE 029
R03948,RT059,Tsuen Wan,North Point,Yau Tsim Mong,ferry-airport_standard_express_HKKF,,,,11,Sat,1,hk-zone,wx.rn.alert,B5554,S1,none,classic,none,zone-4,PX82976189,S5830050775,TKT-433632,dev-d7216a62,12660,39,group-0,0,minor queue,OPS-A,Route-059
R03949,RT047,North Point,Causeway Bay  ,Eastern,bus-airport_standard_local_KMB,missing,0.1 / route,4.0,15,Fri,0,geo::hkg,,B2248,S1,none,classic,none,zone-4,PX98131470,S6513210443,TKT-148872,dev-01d0c054,120000,2500,group-0,0,priority boarding,OPS-D,ROUTE 047
R03950,RT020,Wan Chai, MongKok ,Yau Tsim Mong,ferry-airport_standard_express_HKKF,,,,8,Wed,0,geo::hkg,,B1560,S3,summer_push,large_text,none,zone-3,PX55520284,S4956286434,TKT-678626,dev-c79b9fad,5350,32,group-0,1,minor queue,OPS-D,Route-020
R03951,RT032,Admiraltyy,Kennedy Tn,Central and Western,tram_standard_local_CTB,,,0.4 hrs,19,Thu,0,HK,,B8476,S3,none,classic,B,zone-3,PX47486955,S5407997611,TKT-372333,dev-e53ad3e3,2320,7,group-0,1,priority boarding,OPS-D,Route-032
R03952,RT021,Central Station,Sha Tin,Sha Tin,tram_standard_express_CTB,,,,14,sat,1,852,cloudy,B8483,S4,none,large_text,none,zone-3,PX48779976,S8383481837,TKT-137544,dev-67c14255,7320,18,group-0,0,priority boarding,OPS-D,Route-021
R03953,RT023,Tswan,Admiralty,Tsuen Wan,tram-night_standard_express_CTB,,,,21,Thu,0,HK,,B2287,S4,tourist_day,compact,none,zone-3,PX11942046,S4693198585,TKT-876548,dev-d6d9bd15,5510,14,group-0,0,minor queue,OPS-A,ROUTE 023
R03954,RT002,Tsim%20Sha%20Tsui,Kennedy Town,Yau Tsim Mong,bus-night_premium_express_KMB,,11.36,45.0,16,Wed,0,HK,,B8944,S2,summer_push,compact,A,zone-2,PX44828930,S1468309912,TKT-876034,dev-4abc8ed5,11360,31,group-0,0,normal service,OPS-A,ROUTE 002
R03955,RT013, Mong%20Kok ,Kennedy.Town,Yau Tsim Mong,tram-crossharbour_standard_express_CTB,,,,20,Mon,0,hk-zone,,B9321,S1,summer_push,contrast,A,zone-1,PX48425354,S8026633288,TKT-654112,dev-5542831b,9780,20,group-0,0,platform crowding,OPS-A,ROUTE 013
R03956,RT016,Kennedy Town,Central Station,Sha Tin,ferry-night_standard_express_HKKF,,,,20,Thu,0,HK,Cloudy,B6484,S2,summer_push,contrast,none,zone-1,PX41227256,S1469417086,TKT-689273,dev-179d4c2a,4660,13,group-0,0,weather watch,OPS-D,ROUTE 016
R03957,RT014,North Point,Admiralty,Yau Tsim Mong,ferry_standard_express_HKKF,missing,4740m,,6,Fri,0,geo-hkg-v2,HEAVY_RAIN,B8853,S4,tourist_day,large_text,none,zone-2,PX49437075,S5489881292,TKT-557695,dev-a1536d84,4740,11,group-0,0,minor queue,OPS-D,ROUTE 014
R03958,RT079,Tsuen%20Wan,WAN CHAI,Tsuen Wan,ferry_standard_local_HKKF,,,23m est,14,wed,1,NA,Sunny,B3923,S1,none,classic,C,zone-1,PX40999543,S6438307677,TKT-922611,dev-b79b3f8c,5440,12,group-0,0,priority boarding,OPS-A,ROUTE 079
R03959,RT065,Central%20Station,tsim%2520sha%2520tsui,Central and Western,tram_standard_local_CTB,,6.93-8.1,42-50 min,11,Sat,0,HK,,B1490,S4,none,compact,B,zone-2,PX32926624,S1166410705,TKT-574519,dev-4ae7d612,6930,15,group-0,0,minor queue,OPS-C,Route-065
R03960,RT061,Kennedy Town,Central Station,Central and Western,tram_standard_local_CTB,,,,11,sun,0,geo::hkg,Sunny,B9570,S4,none,compact,none,zone-1,PX78793378,S2242271278,TKT-990446,dev-0e46bee4,23640,33,group-0,0,weather watch,OPS-D,ROUTE 061
R03961,RT079,north%20point, SHA TIN ,Eastern,bus_standard_local_KMB,,,48.0,12,Tue,0,HK,Sunny,B4436,S3,tourist_day,large_text,none,zone-2,PX98221402,S3244127751,TKT-613753,dev-c010d047,8840,11,group-0,0,priority boarding,OPS-B,Route-079
R03962,RT002,Kennedy Town,NorthPt,Central and Western,tram_standard_local_CTB,11.6 HKD,4.99,36-44 min,22,Fri,0,HK,,B6842,S3,none,large_text,none,zone-4,PX15931073,S9985313092,TKT-881354,dev-ef09ddb5,4990,12,group-0,0,minor queue,OPS-A,Route-002
R03963,RT073,sha.tin,Central Station,Sha Tin,tram-crossharbour_standard_local_CTB,90.0,4.0,about 950,23,Wed,0,HK,Cloudy,B9045,S1,commuter_plus,compact,none,zone-4,PX57410688,S2397480194,TKT-372459,dev-f77503b0,350000,0,group-0,0,minor queue,OPS-D,ROUTE 073
R03964,RT049,admiralty,North%20Point,Central and Western,bus_standard_express_KMB,,,,13,Tue,0,HK,,B4286,S4,summer_push,compact,none,zone-2,PX39238676,S9057817231,TKT-751292,dev-85bcda47,1180,9,group-0,0,priority boarding,OPS-B,ROUTE 049
R03965,RT034,Wan Chai,MONG KOK,Wan Chai,bus_standard_local_KMB,NA,,,23,Thu,0,HK,,B3689,S4,none,large_text,none,zone-4,PX24909814,S9112700366,TKT-758794,dev-6b35cb50,1050,4,group-0,0,normal service,OPS-D,ROUTE 034
R03966,RT012,Kennedy Tn, Causeway%20Bay ,Central and Western,tram_standard_local_CTB,,,67-75 min,10,Wed,0,HK,,B4482,S2,tourist_day,large_text,none,zone-4,PX80875732,S9038899503,TKT-911678,dev-e0aa863c,11670,16,group-0,0,priority boarding,OPS-B,Route-012
R03967,RT045,Central Station,Sha Tin,Sha Tin,bus_standard_local_KMB,HK$8.9,,18 min,18,Fri,0,HK,sunny,B7748,S2,commuter_plus,contrast,A,zone-1,PX80328247,S4840548579,TKT-519947,dev-09c4aa16,3690,9,group-0,1,normal service,OPS-B,Route-045
R03968,RT039,causeway bay,Tsuen Wan,Tsuen Wan,bus-airport_standard_local_KMB,,,,6,Fri,0,territory-hk,,B7836,S3,commuter_plus,compact,A,zone-2,PX17085143,S3663293594,TKT-542464,dev-fbbc5c5d,12500,36,group-0,0,platform crowding,OPS-D,Route-039
R03969,RT031,Mong%20Kok,North Point,Yau Tsim Mong,bus-airport_premium_local_CTB,,,,8,Wed,0,hk-zone,,B4552,S2,summer_push,classic,none,zone-2,PX11485591,S6297216198,TKT-490895,dev-0f7163c1,4390,38,group-0,1,weather watch,OPS-B,ROUTE 031
R03970,RT028,S Tin,admiralty,Sha Tin,tram_standard_local_CTB,5.6,,23 min,8,Mon,1,HK,Sunny,B4993,S2,commuter_plus,classic,C,zone-3,PX28269327,S8614386206,TKT-664949,dev-c8b530a7,3460,6,group-0,1,normal service,OPS-D,ROUTE 028
R03971,RT014,Sha Tin,Central Station,Sha Tin,ferry-night_standard_local_HKKF,14.3,,0.6 hrs,15,Sun,0,852,cloudy,B4153,S2,none,large_text,C,zone-2,PX21295778,S9130428758,TKT-764674,dev-8b2a0182,9080,14,group-0,0,priority boarding,OPS-A,ROUTE 014
R03972,RT077,Kennedy Town,Sha Tin,Central and Western,tram_standard_express_CTB,0.0 HKD,0.1-1.3,1-9 min,18,Sun,0,852,wx.cld.ops,B5259,S2,none,large_text,A,zone-3,PX34020255,S5759273027,TKT-353668,dev-354c0df7,900000,999,group-0,1,weather watch,OPS-D,Route-077
R03973,RT044,Wan Chai,TSUEN WAN,Wan Chai,ferry_standard_local_HKKF,,,61.0,5,Tue,0,HK,Sunny,B1321,S2,none,large_text,B,zone-4,PX12632403,S7483512237,TKT-442846,dev-026900fa,15630,20,group-0,0,minor queue,OPS-B,ROUTE 044
R03974,RT043, causeway%20bay ,Mong Kok,Wan Chai,ferry_standard_local_HKKF,5.0-10.0,,13.0,8,Sat,1,HK,,B2525,S4,tourist_day,large_text,B,zone-5,PX86337630,S8950173439,TKT-815545,dev-fb25c13a,2360,5,group-0,1,weather watch,OPS-B,Route-043
R03975,RT016,Central Stn,Kennedy%20Town,Central and Western,bus-night_standard_local_CTB,HKD:0.0,unknown,5.0,21,Sun,0,HK,,B8284,S3,summer_push,large_text,none,zone-4,PX16428496,S6760010179,TKT-738079,dev-4913131a,900000,1,group-0,0,platform crowding,OPS-A,Route-016
R03976,RT052,SHA TIN,Central Station,Sha Tin,bus_premium_local_KMB,17.6,,24.0,11,Tue,0,HK,Sunny,B4039,S3,summer_push,large_text,C,zone-3,PX32787406,S5534710693,TKT-565591,dev-3c27d5f9,4140,18,group-0,0,normal service,OPS-B,Route-052
R03977,RT074,Sha Tin,Central Station,Central and Western,bus_standard_local_CTB,,,,18,Thu,0,hkg,wx.cld.ops,B9301,S3,tourist_day,classic,none,zone-3,PX49536233,S2971683983,TKT-464084,dev-1eee6c79,9150,13,group-0,1,normal service,OPS-C,Route-074
R03978,RT059,North Point,Central%20Stn,Yau Tsim Mong,bus_standard_express_KMB,2.0,500m,3.0,5,Mon,0,HK,,B8794,S1,summer_push,large_text,none,zone-1,PX56622821,S8119874311,TKT-529502,dev-3df929b3,25,9000,group-0,0,minor queue,OPS-A,ROUTE 059
R03979,RT065,Mongkok,Central Stn,Yau Tsim Mong,bus-night_standard_local_KMB,fare=0.5,unknown,5.0,13,Wed,0,HK,,B1304,S2,summer_push,compact,A,zone-3,PX78114898,S9881679988,TKT-255972,dev-120d98e2,120000,999,group-0,0,weather watch,OPS-D,ROUTE 065
R03980,RT074,Wan%20Chai,central station,Wan Chai,bus-airport_standard_local_KMB,,,,12,wed,1,geo::hkg,,B6153,S1,summer_push,contrast,none,zone-1,PX97237883,S9582734238,TKT-933187,dev-38b82b04,11170,34,group-0,0,minor queue,OPS-B,Route-074
R03981,RT050, TsimShaTsui ,NP,Yau Tsim Mong,ferry-crossharbour_standard_local_HKKF,HK$400.0,90.0 km,2.0,20,Tue,0,geo::hkg,,B8998,S4,none,large_text,B,zone-2,PX13648628,S2803894979,TKT-703294,dev-fad09cfd,25,0,group-0,0,priority boarding,OPS-C,ROUTE 050
R03982,RT049,Central%20Station,wan%2520chai,Central and Western,tram_standard_local_CTB,,2.13,,17,Thu,1,HK,Unknown,B3982,S2,none,compact,none,zone-2,PX78015560,S8165334012,TKT-173209,dev-d68a6890,2130,6,group-0,1,normal service,OPS-D,ROUTE 049
R03983,RT017,Kennedy Town,Central Station,Sha Tin,bus_standard_local_CTB,~5.7,,12.0,6,Mon,0,HK,wx.cld.ops,B5960,S4,commuter_plus,contrast,B,zone-5,PX74913967,S2728699646,TKT-988597,dev-e036c760,970,6,group-0,0,minor queue,OPS-D,ROUTE 017
R03984,RT038,S Tin,causeway%20bay,Sha Tin,ferry_premium_local_HKKF,1.0,0.5,4.0,9,Wed,1,HK,,B6574,S3,none,compact,none,zone-4,PX68830745,S8845553394,TKT-322393,dev-c3c30c4a,25,999,group-0,1,normal service,OPS-D,Route-038
R03985,RT077,Tsuen Wan,Admiralty,Eastern,ferry_standard_express_HKKF,"16,0",8.26,39.0,15,Sat,0,geo-hkg-v2,HEAVY_RAIN,B4706,S4,commuter_plus,classic,none,zone-4,PX72414149,S8060568849,TKT-247078,dev-31fde450,8260,16,group-0,0,minor queue,OPS-B,ROUTE 077
R03986,RT078,Admiralty,North Point,Wan Chai,tram-night_standard_local_CTB,12.9,,39.0,5,Fri,1,HK,,B6658,S2,summer_push,compact,C,zone-2,PX77837355,S9028748233,TKT-183726,dev-6530e9bf,5560,13,group-0,0,platform crowding,OPS-D,Route-078
R03987,RT010, ADMIRALTY ,Causeway Bay,Central and Western,tram_standard_local_CTB,,,,7,sat,1,HK,,B5327,S2,none,compact,A,zone-3,PX81651715,S1006227806,TKT-600114,dev-9db5cd3b,5590,10,group-0,1,priority boarding,OPS-B,ROUTE 010
R03988,RT018,Central Station,Mong Kok,Central and Western,ferry_standard_local_HKKF,,14650m,,20,Tue,0,HK,TBD,B7962,S1,commuter_plus,contrast,B,zone-3,PX23134099,S3706116470,TKT-223774,dev-ac360a12,14650,23,group-0,0,minor queue,OPS-C,Route-018
R03989,RT074,Sha Tin,Kennedy Town,Sha Tin,tram_premium_local_CTB,14.6,,17.0,5,Thu,0,HK,Cloudy,B4663,S1,none,classic,none,zone-4,PX55023270,S9060043540,TKT-300775,dev-62b88fc1,2130,15,group-0,0,weather watch,OPS-C,Route-074
R03990,RT078,Tsim Sha Tsui,tsuen%20wan,Yau Tsim Mong,ferry_standard_local_HKKF,12.5,,00:25:00,18,Tue,0,HK,cloudy,B7162,S3,none,classic,A,zone-5,PX81623405,S3356598116,TKT-158595,dev-cdc0db6a,6280,12,group-0,1,priority boarding,OPS-B,Route-078
R03991,RT044,TsuenWan,wan%20chai,Tsuen Wan,bus_standard_local_KMB,,,,15,Thu,0,HK,HEAVY_RAIN,B5757,S4,none,large_text,B,zone-3,PX99072517,S3726074541,TKT-413822,dev-8e813623,9380,12,group-0,0,platform crowding,OPS-B,Route-044
R03992,RT072,Tsuen Wan,Kennedy Town,Wan Chai,bus-airport_standard_express_CTB,,,,23,Fri,1,HK,,B7304,S4,commuter_plus,compact,C,zone-4,PX44220867,S3146990858,TKT-380525,dev-11f34e4b,15770,42,group-0,0,priority boarding,OPS-D,ROUTE 072
R03993,RT020,Wan Chai,KennedyTown,Wan Chai,bus-night_standard_express_KMB,10.8-15.8,,na-dur,16,Wed,0,HK,Cloudy,B3625,S4,none,contrast,A,zone-4,PX65309008,S3992695148,TKT-105259,dev-0a69da48,3220,11,group-0,0,normal service,OPS-D,Route-020
R03994,RT022,Causeway Bay, Tsuen Wan ,Wan Chai,bus_standard_local_KMB,,,,7,thu,0,HK,,B7331,S2,summer_push,large_text,none,zone-4,PX82322208,S7222533750,TKT-516542,dev-baf0a771,6160,9,group-0,1,weather watch,OPS-B,Route-022
